Telephone Calls by Prime Minister on New Year	ಹೊಸ ವರ್ಷದಂದು ಪ್ರಧಾನಮಂತ್ರಿಯವರಿಂದ ದೂರವಾಣಿ ಕರೆಗಳು
It does not give them any importance .	ಅದು ಅವರಿಗೆ ಯಾವುದೇ ಪ್ರಾಮುಖ್ಯತೆಯನ್ನು ನೀಡುವುದಿಲ್ಲ.
Gurudev also said,Whatever may be the strength of the storm, more important is how the people who faced it dealt with it.	ಗುರುದೇವ್ ಇನ್ನೂ ಒಂದು ಹೇಳುತ್ತಾರೆಚಂಡಮಾರುತದ ಶಕ್ತಿ ಏನೇ ಇರಲಿ, ಅದನ್ನು ಎದುರಿಸಿದ ಜನರು ಅದನ್ನು ಹೇಗೆ ಎದುರಿಸಿದರು ಎಂಬುದು ಹೆಚ್ಚು ಮುಖ್ಯವಾಗುತ್ತದೆ.
PM condoles demise of DrChidananda Murthy	ಡಾ ಂ ಿದಾನಂದ ಮೂರ್ತಿ ನಿಧನಕ್ಕೆ ಪ್ರಧಾನಮಂತ್ರಿ ಸಂತಾಪ
PM condoles demise of DrChidananda Murthy	ಎಂ ಿದಾನಂದ ಮೂರ್ತಿ ನಿಧನಕ್ಕೆ ಪ್ರಧಾನಮಂತ್ರಿ ಸಂತಾಪ
The Prime Minister Shri Narendra Modi has condoled the demise of DrChidananda Murthy	ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರು, ಡಾ.
PM condoles demise of DrChidananda Murthy	ಎಂ ಿದಾನಂದ ಮೂರ್ತಿ ಅವರ ನಿಧನಕ್ಕೆ ಸಂತಾಪ ಸೂಚಿಸಿದ್ದಾರೆ.
Condolences to his family and admirers	ಅವರ ಕುಟುಂಬ ಮತ್ತು ಅವರ ಅನುಯಾಯಿಗಳಿಗೆ ಸಂತಾಪಗಳು.
Om Shanti, the Prime Minister said.	ಓಂ ಶಾಂತಿ” ಎಂದು ಪ್ರಧಾನಮಂತ್ರಿ ಹೇಳಿದ್ದಾರೆ.
The Prime Minister, Shri Narendra Modi has condoled the loss of lives due to a road accident in Kannauj, Uttar Pradesh	ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರು, ಉತ್ತರ ಪ್ರದೇಶದ ಕನ್ನೂಜ್ ನಲ್ಲಿ ರಸ್ತೆ ಅಪಘಾತದಲ್ಲಿ ಮೃತಪಟ್ಟ ಕುಟುಂಬದವರಿಗೆ ಸಂತಾಪ ಸೂಚಿಸಿದ್ದಾರೆ.
PM condoles the passing away of His Majesty Sultan Qaboos bin Said al Said	ಗೌರವಾನ್ವಿತ ಸುಲ್ತಾನ್ ಖಾಬೂಸ್ ಬಿನ್ ಸೈಯದ್ ಅಲ್ ಸೈಯದ್ ನಿಧನಕ್ಕೆ ಪ್ರಧಾನಿ ಸಂತಾಪ
The Prime Minister Shri Narendra Modi has condoled the passing away of His Majesty Sultan Qaboos bin Said al Said	ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರು, ಗೌರವಾನ್ವಿತ ಸುಲ್ತಾನ್ ಖಾಬೂಸ್ ಬಿನ್ ಸೈಯದ್ ಅಲ್ ಸೈಯದ್ ನಿಧನಕ್ಕೆ ಸಂತಾಪ ಸೂಚಿಸಿದ್ದಾರೆ.
He was a beacon of peace for our region and the world.	ಅವರು ನಮ್ಮ ಪ್ರಾಂತ್ಯದಲ್ಲಿ ಮತ್ತು ಜಗತ್ತಿನಲ್ಲಿ ಶಾಂತಿಯ ಧ್ಯೋತಕವಾಗಿದ್ದರು”.
May his soul rest in peace, the Prime Minister said	ಅವರ ಆತ್ಮಕ್ಕೆ ಶಾಂತಿ ದೊರಕಲಿ” ಎಂದು ಪ್ರಧಾನಮಂತ್ರಿ ಹೇಳಿದರು.
Prime Minister congratulates HM Sayyid Haitham bin Tariq al Said, Sultan of Oman	ಒಮನ್ ನ ದೊರೆ ಗೌರವಾನ್ವಿತ ಸೈಯೀದ್ ಹೈಥಮ್ ಬಿನ್  ತಾರಿಖ್ ಅಲ್ ಸೈಯದ್ ರನ್ನುಅಭಿನಂದಿಸಿದ ಪ್ರಧಾನಮಂತ್ರಿ
Prime Minister Shri Narendra Modi has congratulated HM Sayyid Haitham bin Tariq al Said, on taking over as Sultan of Oman.	ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರು, ಒಮನ್ ನ ನೂತನ ದೊರೆಯಾಗಿ ಅಧಿಕಾರ ವಹಿಸಿಕೊಂಡ ಗೌರವಾನ್ವಿತ ಸೈಯೀದ್ ಹೈಥಮ್ ಬಿನ್ ತಾರಿಖ್ ಅಲ್ ಸೈಯದ್ ಅವರನ್ನು ಅಭಿನಂದಿಸಿದ್ದಾರೆ.
I heartily congratulate HM Sayyid Haitham bin Tariq al Said on taking over as Sultan of Oman	“ಒಮನ್ ನ ದೊರೆಯಾಗಿ ಅಧಿಕಾರ ವಹಿಸಿಕೊಂಡಿರುವ ಸೈಯೀದ್ ಹೈಥಮ್ ಬಿನ್  ತಾರಿಖ್ ಅಲ್ ಸೈಯದ್ ಅವರನ್ನು ಹೃದಯ ಪೂರ್ವಕವಾಗಿ ಅಭಿನಂದಿಸುತ್ತೇನೆ.
I am confident that under his leadership, Oman will continue to progress and prosper and contribute to global peace.	ಅವರ ನಾಯಕತ್ವದಲ್ಲಿ ಒಮನ್ ನ ಪ್ರಗತಿ ಮತ್ತು ಅಭ್ಯುದಯ ಮುಂದುವರಿಯುವುದಲ್ಲದೆ, ಜಾಗತಿಕ ಶಾಂತಿಗೆ ಕೊಡುಗೆ ನೀಡಲಿದೆ ಎಂಬ ಭರವಸೆ ನನಗಿದೆ.
Citizenship Amendment Act is not a law to take away citizenship, it is a law to grant citizenship : PM	ಪೌರತ್ವ ತಿದ್ದುಪಡಿ ಕಾಯ್ದೆ, ಕಸಿದು ಕೊಳ್ಳುವ ಕಾನೂನಲ್ಲ, ಬದಲಿಗೆ ಪೌರತ್ವ ನೀಡುವ ಕಾನೂನು: ಪ್ರಧಾನಮಂತ್ರಿ
Prime Minister Shri Narendra Modi attended the 150th anniversary celebration of Kolkata Port Trust in Kolkata today	ಕೋಲ್ಕತ್ತಾ ಬಂದರು ಟ್ರಸ್ಟ್ ನ 150ನೇ ವಾರ್ಷಿಕೋತ್ಸವದಲ್ಲಿ ಪಾಲ್ಗೊಂಡ ಪ್ರಧಾನಮಂತ್ರಿ
PM also announced Kolkata Port Trust to be named after Dryama Prasad Mukherjee	ಕೋಲ್ಕತ್ತಾ ಬಂದರು ಟ್ರಸ್ಟ್ ಗೆ ಪ್ರಧಾನಮಂತ್ರಿಯವರಿಂದ ಡಾ ್ಯಾಮಾ ಪ್ರಸಾದ್ ಮುಖರ್ಜಿ ಬಂದರು ಟ್ರಸ್ಟ್ ಎಂದು ಪುನರ್ ನಾಮಕರಣ,
Telephone conversation of the Prime Minister with the President of the Russian Federation	ರಷ್ಯಾ ಒಕ್ಕೂಟದ ಅಧ್ಯಕ್ಷರೊಂದಿಗೆ ಪ್ರಧಾನಮಂತ್ರಿಯವರ ದೂರವಾಣಿ ಸಂಭಾಷಣೆ
Prime Minister Shri Narendra Modi and the President of the Russian Federation Mradimir Vladimirovich Putin had a telephone conversation today.	ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಮತ್ತು ರಷ್ಯಾ ಒಕ್ಕೂಟದ ಅಧ್ಯಕ್ಷ ಶ್ರೀ ವ್ಲಾದಿಮಿರ್ ವ್ಲಾದಿಮಿರೋವಿಚ್ ಪುಟಿನ್ ಇಂದು ದೂರವಾಣಿ ಮೂಲಕ ಸಂಭಾಷಣೆ ನಡೆಸಿದರು.
Recalling that the Russian Federation had celebrated Christmas recently as per the tradition in Russia, the Prime Minister conveyed seasons greetings to President Putin and to the friendly people of Russia	ರಷ್ಯಾದ ಸಂಪ್ರದಾಯದಂತೆ ಇತ್ತೀಚೆಗೆ ರಷ್ಯಾ ಒಕ್ಕೂಟ ಕ್ರಿಸ್ಮಸ್ ಆಚರಿಸಿದ್ದನ್ನು ಸ್ಮರಿಸಿದ ಪ್ರಧಾನಮಂತ್ರಿಯವರು ಅಧ್ಯಕ್ಷ ಪುಟಿನ್ ಹಾಗೂ ರಷ್ಯಾದ ಸ್ನೇಹಪರ ಜನತೆಗೆ ಶುಭಾಶಯ ಸಲ್ಲಿಸಿದರು.
President Putin warmly reciprocated the greetings and wished Prime Minister Modi and the people of India prosperity, progress, peace and happiness.	ಅದೇ ರೀತಿ ರಷ್ಯಾ ಅಧ್ಯಕ್ಷ ಪುಟಿನ್ ಅವರು ಕೂಡ ಮೋದಿ ಹಾಗೂ ಭಾರತದ ಜನತೆಗೆ ಸುಖ, ಶಾಂತಿ, ಸಮೃದ್ಧಿ ಸಿಗಲೆಂದು ಶುಭ ಹಾರೈಸಿದರು.
The two leaders expressed happiness at the significant landmarks the Special Privileged Strategic Partnership between the two countries had covered in the recent past, particularly in the year 2019	ಇತ್ತೀಚಿನ ದಿನಗಳಲ್ಲಿ, ಅದರಲ್ಲೂ ವಿಶೇಷವಾಗಿ 2019 ರಲ್ಲಿ ಉಭಯ ದೇಶಗಳ ನಡುವಿನ ವಿಶೇಷ ಸೌಲಭ್ಯ ಪಡೆದ ವ್ಯೂಹಾತ್ಮಕ ಸಹಭಾಗಿತ್ವವು ಮೂಡಿಸಿದ ಮಹತ್ವದ ಹೆಗ್ಗುರುತುಗಳ ಬಗ್ಗೆ ಉಭಯ ನಾಯಕರು ಹರ್ಷ ವ್ಯಕ್ತಪಡಿಸಿದರು.
They agreed to continue consulting closely and working assiduously to further strengthen India-Russia ties in all spheres the year 2020	2020ರಲ್ಲಿ ಕೂಡ ಎಲ್ಲ ಕ್ಷೇತ್ರಗಳಲ್ಲಿ ಭಾರತ-ರಷ್ಯಾ ಬಾಂಧವ್ಯವನ್ನು ಮತ್ತಷ್ಟು ಬಲಪಡಿಸಲು ನಿಖಟವಾಗಿ ಸಮಾಲೋಚಿಸಲು ಮತ್ತು ಆಪ್ತವಾಗಿ ಶ್ರಮಿಸಲು ಸಮ್ಮತಿಸಿದರು.
The Prime Minister stressed that the year 2020 would be of special significance for Russia, and recalled with gratitude the invitation of President Putin to the Prime Minister to participate in the 75th Victory Day Celebration in Moscow in May this yearhe Prime Minister stated that he looked forward also to participating in the Summits of the Shanghai Cooperation Organization and the BRICS countries in Russia this year, and welcoming President Putin in India for the 21st bilateral Annual Summit.	2020ನೇ ವರ್ಷ ರಷ್ಯಾಕ್ಕೆ ವಿಶೇಷ ಮಹತ್ವದ್ದಾಗಿದೆ ಎಂದು ಒತ್ತಿ ಹೇಳಿದ ಪ್ರಧಾನಮಂತ್ರಿಯವರು, ಈ ವರ್ಷ ಮೇ ತಿಂಗಳಲ್ಲಿ ಮಾಸ್ಕೋದಲ್ಲಿ ನಡೆಯಲಿರುವ 75ನೇ ವಿಜಯ ದಿನದ ಆಚರಣೆಯಲ್ಲಿ ಭಾಗವಹಿಸುವಂತೆ ತಮಗೆ ಅಧ್ಯಕ್ಷ ಪುಟಿನ್ ಅವರು ನೀಡಿರುವ ಆಹ್ವಾನವನ್ನು ಕೃತಜ್ಞತೆಯಿಂದ ಸ್ಮರಿಸಿದರು.
The two leaders exchanged views on regional and global issues and underlined the great similarity and convergence in the approaches of India and Russia for ensuring regional and global security, peace and stability.	ಇಬ್ಬರೂ ನಾಯಕರು ಪ್ರಾದೇಶಿಕ ಮತ್ತು ಅಂತಾರಾಷ್ಟ್ರೀಯ ವಿಚಾರಗಳ ಬಗ್ಗೆ ತಮ್ಮ ಅಭಿಪ್ರಾಯ ಹಂಚಿಕೊಂಡರು ಮತ್ತು ಪ್ರಾದೇಶಿಕ ಮತ್ತು ಜಾಗತಿಕ ಭದ್ರತೆ, ಶಾಂತಿ ಮತ್ತು ಸ್ಥಿರತೆ ಕುರಿತಂತೆ ಭಾರತ ಹಾಗೂ ರಷ್ಯಾ ನಡುವೆ ಇರುವ ಸಮಾನತೆ ಮತ್ತು ಒಮ್ಮತದ ನಿಲುವುಗಳ ಬಗ್ಗೆ ಒತ್ತಿ ಹೇಳಿದರು.
PM greets people on the occasion of Lohri	ಪ್ರಧಾನಮಂತ್ರಿಯಿಂದ ಜನತೆಗೆ ಲೋಹ್ರಿ ಹಬ್ಬದ ಶುಭಾಶಯ
The Prime Minister, Shri Narendra Modi has greeted the people on the occasion of Lohri.	ಲೋಹ್ರಿ ಹಬ್ಬದ ಆಚರಣೆಗೆ ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರು ಜನತೆಗೆ ಶುಭ ಕೋರಿದ್ದಾರೆ.
, the Prime Minister said.	ಸಂತಸ ಹಾಗೂ ಉಲ್ಲಾಸದ ಈ ಹಬ್ಬ ನಿಮ್ಮೆಲ್ಲರ ಬದುಕಿನಲ್ಲಿ ಸುಖ ಮತ್ತು ಸಮೃದ್ಧಿ ತರಲಿ”, ಎಂದು ಪ್ರಧಾನಮಂತ್ರಿ ಹೇಳಿದ್ದಾರೆ.
Says unprecedented efforts have been put in for Tamil Nadus Progress	ತಮಿಳುನಾಡಿನ ಪ್ರಗತಿಗೆ ನಿರೀಕ್ಷಿಸಲಸಾಧ್ಯ ಪ್ರಯತ್ನಗಳನ್ನು ನಡೆಸಿದೆ ಎಂದರು
Prime Minister Shri Narendra Modi today participated in the 50thAnniversary function of Tamil Magazine Thuglak at Chennai through Video Conference.	ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರು, ಚೆನ್ನೈನಲ್ಲಿ ಆಯೋಜಿಸಿದ್ದ ತಮಿಳು ಮ್ಯಾಗ್ ಜೈನ್ ತುಘಲಕ್ ನ 50ನೇ ವಾರ್ಷಿಕೋತ್ಸವ ಸಮಾರಂಭದಲ್ಲಿ ವಿಡಿಯೋ ಕಾನ್ಫರೆನ್ಸ್ ಮೂಲಕ ಭಾಗವಹಿಸಿದರು.
Referring to the dynamism of Tamil Nadu, the Prime Minster said the state had been guiding light for the nation for centuries.	ತಮಿಳುನಾಡಿನ ದಿಟ್ಟತನವನ್ನು ಉಲ್ಲೇಖಿಸಿ ಮಾತನಾಡಿದ ಪ್ರಧಾನಮಂತ್ರಿ ಅವರು, ಈ ರಾಜ್ಯ ಶತಮಾನಗಳಿಂದಲೂ ರಾಷ್ಟ್ರಕ್ಕೆ ದಾರಿ ದೀಪವಾಗಿದೆ ಎಂದರು.
In September last year, I had the honour of saying a few lines in Tamil during my United Nations addresse said	ಕಳೆದ ವರ್ಷ ಸೆಪ್ಟೆಂಬರ್ ನಲ್ಲಿ ನನ್ನ ವಿಶ್ವ ಸಂಸ್ಥೆಯ ಭಾಷಣದ ವೇಳೆ ಕೆಲವು ಸಾಲುಗಳನ್ನು ತಮಿಳು ಭಾಷೆಯಲ್ಲಿ ಹೇಳುವ ಗೌರವ ನನಗೆ ಸಿಕ್ಕಿತ್ತು” ಎಂದು ಹೇಳಿದರು.
Referring to the development of the state, the Prime Minister said that the Union Government is taking several steps like establishment of one of the two defence corridors in Tamil Nadu.	ರಾಜ್ಯದ ಪ್ರಗತಿಯನ್ನು ಉಲ್ಲೇಖಿಸಿದ ಪ್ರಧಾನಮಂತ್ರಿ ಅವರು, ಎರಡರಲ್ಲಿ ಒಂದು ರಕ್ಷಣಾ ಕಾರಿಡಾರ್ ಅನ್ನು ತಮಿಳುನಾಡಿನಲ್ಲಿ ಸ್ಥಾಪಿಸಲು ಕೇಂದ್ರ ಸರ್ಕಾರ ಹಲವು ಕ್ರಮಗಳನ್ನು ಕೈಗೊಂಡಿದೆ ಎಂದರು.
Textiles and Fisheries Sector boost	ಜವಳಿ ಮತ್ತು ಮೀನುಗಾರಿಕೆ ವಲಯಕ್ಕೆ ಉತ್ತೇಜನ
Prime Minister said that special efforts are being made for modernizing the textile sector in the State.	ಪ್ರಧಾನಮಂತ್ರಿ ಅವರು, ರಾಜ್ಯದಲ್ಲಿ ಜವಳಿ ವಲಯದ ಆಧುನೀಕರಣಕ್ಕೆ ವಿಶೇಷ ಪ್ರಯತ್ನಗಳನ್ನು ನಡೆಸಲಾಗುತ್ತಿದೆ ಎಂದು ಹೇಳಿದರು.
Financial assistance has been provided under the National Handloom Development programme	ರಾಷ್ಟ್ರೀಯ ಕೈಮಗ್ಗ ಅಭಿವೃದ್ಧಿ ಕಾರ್ಯಕ್ರಮದಡಿ ಹಣಕಾಸು ಸಹಾಯವನ್ನು ನೀಡಲಾಗುತ್ತಿದೆ.
Resources have been allocated for machinery modernisation as well.	ಆಧುನೀಕರಣಕ್ಕಾಗಿ ಯಂತ್ರೋಪಕರಣಗಳಿಗೆ ಸಂಪನ್ಮೂಲಗಳನ್ನು ಹಂಚಿಕೆ ಮಾಡಲಾಗಿದೆ” ಎಂದು ಹೇಳಿದರು.
Shri Narendra Modi said that the Government is also taking special steps for boosting the fisheries sector.	ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರು, ಮೀನುಗಾರಿಕೆ ವಲಯದ ಉತ್ತೇಜನಕ್ಕೆ ಕೇಂದ್ರ ಸರ್ಕಾರ ಹಲವು ವಿಶೇಷ ಕ್ರಮಗಳನ್ನು ಕೈಗೊಂಡಿದೆ ಎಂದರು.
Our focus is on technology, financial assistance and human resource development	“ನಮ್ಮ ಆದ್ಯತೆ ಇದೀಗ ತಂತ್ರಜ್ಞಾನ, ಹಣಕಾಸು ನೆರವು ಮತ್ತು ಮಾನವ ಸಂಪನ್ಮೂಲ ಅಭಿವೃದ್ಧಿಯಾಗಿದೆ.
Our fishermen have been linked with Kisan Credit Cards	ನಮ್ಮ ಮೀನುಗಾರರನ್ನು ಕಿಸಾನ್ ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್ ಜೊತೆ ಸಂಯೋಜಿಸಲಾಗಿದೆ.
New fishing harbours have been built for fishermen	ಮೀನುಗಾರರಿಗಾಗಿ ಹೊಸ ಮೀನುಗಾರಿಕೆ ಬಂದರುಗಳನ್ನು ಸ್ಥಾಪಿಸಲಾಗಿದೆ.
Help is being given for boat modernisation too.	ದೋಣಿಗಳ ಆಧುನೀಕರಣಕ್ಕೂ ಸಹಾಯವನ್ನು ನೀಡಲಾಗುತ್ತಿದೆ” ಎಂದು ಹೇಳಿದರು.
Prime Minister urged everyone to visit 15 places in India in the next two years	ಪ್ರಧಾನಮಂತ್ರಿಗಳು ಮುಂದಿನ ಎರಡು ವರ್ಷಗಳಲ್ಲಿ ದೇಶದ ಪ್ರತಿಯೊಬ್ಬ ಪ್ರಜೆಯೂ ಭಾರತದ 15 ಸ್ಥಳಗಳಿಗೆ ಭೇಟಿ ನೀಡುವಂತೆ ಕೋರಿದರು.
India has moved from 52nd to 34th position in the World Economic Forums Travel and Tourism Competitiveness rankings.	ವಿಶ್ವ ಆರ್ಥಿಕ ವೇದಿಕೆಯ ಪ್ರಯಾಣ ಮತ್ತು ಪ್ರವಾಸ ಸ್ಪರ್ಧಾತ್ಮಕ ಸೂಚ್ಯಂಕದಲ್ಲಿ ಭಾರತಕ್ಕೆ 34ನೆಯ ಶ್ರೇಯಾಂಕಕ್ಕೇರಿದೆ.
So has the foreign exchange earned from tourism he said.	ಇದರಿಂದಾಗಿ ಪ್ರವಾಸೋದ್ಯಮದಿಂದ ಹೆಚ್ಚಿನ ವಿದೇಶಿ ವಿನಿಮಯವನ್ನು ಗಳಿಸಲಾಗಿದೆ” ಎಂದು ಹೇಳಿದರು.
Prime Minister said, Now, as India enters a new decade, it is the very people of India, who will guide Indias growth trajectory and take it to new heights	ಪ್ರಧಾನಮಂತ್ರಿ ಅವರು, “ಭಾರತ ಇದೀಗ ಹೊಸ ದಶಕಕ್ಕೆ ದಾಪುಗಾಲು ಇಟ್ಟಿದೆ, ಭಾರತದ ಜನರು ಭಾರತದ ಪ್ರಗತಿಗಾಥೆಯನ್ನು ಮುನ್ನಡೆಸುತ್ತಿದ್ದಾರೆ ಮತ್ತು ಅವರು ಅದನ್ನು ಹೊಸ ಎತ್ತರಕ್ಕೆ ಕೊಂಡೊಯ್ಯಲಿದ್ದಾರೆ.
Whenever the people of India decided to do something, no force has been able to stop them.	ಭಾರತದ ಜನರು ಯಾವುದೇ ಒಂದು ಕೆಲಸವನ್ನು ಮಾಡಲು ನಿಶ್ಚಯಿಸಿದರೆ, ಯಾವುದೇ ಶಕ್ತಿ ಅದನ್ನು ತಡೆಯಲು ಸಾಧ್ಯವೇ ಇಲ್ಲ” ಎಂದು ಹೇಳಿದರು.
Foreign Minister of the Russian Federation Mrrgey Lavrov Calls on Prime Minister Shri Narendra Modi	ರಷ್ಯಾ ಒಕ್ಕೂಟದ ವಿದೇಶಾಂಗ ಸಚಿವ ಶ್ರೀ ಸರ್ಗೈ ಲಾವ್ರೊವ್ ಅವರಿಂದ ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಭೇಟಿ
Mrrgey Lavrov, Foreign Minister of the Russian Federation who is on a visit to India to participate in the Raisina Dialogue, called on Prime Minister Shri Narendra Modi today.	ರೈಸಿನ ಮಾತುಕತೆಯಲ್ಲಿ ಭಾಗವಹಿಸುವ ಸಲುವಾಗಿ ಭಾರತಕ್ಕೆ ಭೇಟಿ ನೀಡಿರುವ ರಷ್ಯಾ ಒಕ್ಕೂಟದ ವಿದೇಶಾಂಗ ಸಚಿವ ಶ್ರೀ ಸರ್ಗೈ ಲಾವ್ರೊವ್ ಅವರು ಇಂದು ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರನ್ನು ಭೇಟಿ ಮಾಡಿದ್ದರು.
The Prime Minister warmly reciprocated, the greetings and conveyed his best wishes for peace and prosperity of the Russian people in the New Year.	ಪ್ರಧಾನಮಂತ್ರಿ ಅವರು ಪರಸ್ಪರ ಆತ್ಮೀಯವಾಗಿ ಸ್ಪಂದಿಸಿ, ಹೊಸ ವರ್ಷದಲ್ಲಿ ರಷ್ಯಾದ ಜನರು ಶಾಂತಿ ಮತ್ತು ಶ್ರೇಯೋಭಿವೃದ್ಧಿ ಹೊಂದಲಿ ಎಂದು ಶುಭಾಶಯಗಳನ್ನು ತಿಳಿಸುವಂತೆ ಕೋರಿದರು.
The Prime Minister referred to the wide-ranging conversation he had with President Putin over telephone on 13 January 2020, and noted the progress in the Special and Privileged Strategic Partnership between the two countries in the previous year.	ಪ್ರಧಾನಮಂತ್ರಿ ಅವರು 2020ರ ಜನವರಿ 13ರಂದು ಅಧ್ಯಕ್ಷ ವ್ಲಾಡಿಮಿರ್ ಪುಟಿನ್ ಅವರ ಜೊತೆ ದೂರವಾಣಿ ಮೂಲಕ ವಿಸ್ತೃತ ಸಮಾಲೋಚನೆ ನಡೆಸಿದ್ದನ್ನು ಉಲ್ಲೇಖಿಸಿದರು ಮತ್ತು ಕಳೆದ ವರ್ಷ ಉಭಯ ದೇಶಗಳ ನಡುವಿನ ವಿಶೇಷ ಮತ್ತು ವಿಶೇಷಾಧಿಕಾರ ಕಾರ್ಯತಂತ್ರ ಪಾಲುದಾರಿಕೆ ಪ್ರಗತಿಯನ್ನು ಉಲ್ಲೇಖಿಸಿದರು.
Foreign Minister Lavrov conveyed that President Putin looked forward to the visit of the Prime Minister to Russia in May 2020 to participate in the 75th Anniversary Celebration of the Victory Day, and in July 2020 for the BRICS and SCO Summits	ವಿದೇಶಾಂಗ ಸಚಿವ ಲಾವ್ರೊವ್, ಮೇ 2020ರಲ್ಲಿ ನಡೆಯಲಿರುವ ವಿಜಯೋತ್ಸವದ 75ನೇ ವಾರ್ಷಿಕೋತ್ಸವ ಮತ್ತು ಜುಲೈ 2020ರಲ್ಲಿ ನಡೆಯಲಿರುವ ಬ್ರಿಕ್ಸ್ ಮತ್ತು ಎಸ್ ಸಿ ಒ ಶೃಂಗಸಭೆಯಲ್ಲಿ ಪ್ರಧಾನಮಂತ್ರಿ ಅವರು ಭಾಗವಹಿಸಲಿರುವ ಭೇಟಿಯನ್ನು ಅಧ್ಯಕ್ಷ ಪುಟಿನ್ ಅವರು ಎದುರು ನೋಡುತ್ತಿದ್ದಾರೆ ಎಂಬ ಸಂದೇಶವನ್ನು ರವಾನಿಸಿದರು.
Prime Minister welcomed multiple occasions this year to meet President Putin, and said that he also looked forward to hosting President Putin in India for the Annual Bilateral Summit later this year.	ಪ್ರಧಾನಮಂತ್ರಿ ಅವರು, ಈ ವರ್ಷ ಅಧ್ಯಕ್ಷ ಪುಟಿನ್ ಅವರನ್ನು ಭೇಟಿಮಾಡಲು ಹಲವು ಸಂದರ್ಭಗಳು ಒದಗಿರುವುದನ್ನು ಸ್ವಾಗತಿಸಿದರು ಮತ್ತು ಈ ವರ್ಷಾಂತ್ಯದಲ್ಲಿ ಭಾರತದಲ್ಲಿ ನಡೆಯಲಿರುವ ವಾರ್ಷಿಕ ದ್ವಿಪಕ್ಷೀಯ ಶೃಂಗಸಭೆಗೆ ಅಧ್ಯಕ್ಷ ಪುಟಿನ್ ಅವರಿಗೆ ಆತಿಥ್ಯ ನೀಡಲು ತಾವೂ ಕೂಡ ಎದುರು ನೋಡುತ್ತಿರುವುದಾಗಿ ಹೇಳಿದರು.
He suggested that the year 2020, which is also the 20th anniversary year of the establishment of strategic partnership between India and the Russian Federation, should be the year of implementation of those decisions.	ಈ ವರ್ಷ 2020ರಲ್ಲಿ ಭಾರತ ಮತ್ತು ರಷ್ಯಾ ಒಕ್ಕೂಟದ ಕಾರ್ಯತಂತ್ರ ಪಾಲುದಾರಿಕೆ ಸ್ಥಾಪನೆಯ 20ನೇ ವಾರ್ಷಿಕೋತ್ಸವ ಆಚರಿಸಿಕೊಳ್ಳುತ್ತಿರುವ ಹಿನ್ನೆಲೆಯಲ್ಲಿ ‘ಈವರೆಗೆ ಕೈಗೊಂಡ ನಿರ್ಧಾರಗಳನ್ನು ಅನುಷ್ಠಾನಗೊಳಿಸುವ ವರ್ಷ’ ಎಂದು ಪರಿಗಣಿಸಬೇಕಾಗುತ್ತದೆ ಎಂದು ಸಲಹೆ ನೀಡಿದರು.
Foreign Minister Lavrov briefed the Prime Minister on Russias position on key international and regional issues.	ವಿದೇಶಾಂಗ ಸಚಿವ ಲಾವ್ರೊವ್, ಪ್ರಮುಖ ಅಂತಾರಾಷ್ಟ್ರೀಯ ಮತ್ತು ಪ್ರಾದೇಶಿಕ ವಿಷಯಗಳ ಕುರಿತು ರಷ್ಯಾದ ನಿಲುವಿನ ಬಗ್ಗೆ ಪ್ರದಾನಮಂತ್ರಿ ಅವರಿಗೆ ವಿವರಿಸಿದರು.
Foreign Minister of the Islamic Republic of Iran Drvad ZarifCalls on Prime Minister Shri Narendra Modi	ಇರಾನ್ ಇಸ್ಲಾಮಿಕ್ ಗಣರಾಜ್ಯದ ವಿದೇಶಾಂಗ ಸಚಿವ ಜಾವೆದ್ ಜರೀಫ್ ಅವರಿಂದ ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಭೇಟಿ
